ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2026-04-16,45,104112,592,Employed,High School,22,13193,48,Widowed,3,Mortgage,327,0.3257988405,2,0,0.6504114704,0,Debt Consolidation,0,21,27,9847,272,77547,18065,5087.0,0.9032032798,5,59482,0.212193,0.2166315598,413.2508227048,0.1455181488,1,44.0
2053-07-15,29,28020,602,Unemployed,Associate,4,66136,12,Married,1,Other,307,0.3599518747,1,1,0.0510483556,0,Education,0,19,8,2444,7171,17789,5042,2335.0,0.6750624808,5,12747,0.230136,0.2133080826,6168.6776103002,2.7733094691,0,53.0
2038-03-15,46,291889,571,Employed,Bachelor,22,13304,60,Married,3,Other,311,0.0161201589,5,3,0.2740810027,0,Debt Consolidation,0,20,1,4462,519,7689,26097,15801.3333333333,0.9237070489,9,10606,0.232804,0.2225704761,369.3890079138,0.0430589618,1,42.4
2068-05-17,50,28515,530,Employed,Master,29,5894,48,Married,4,Own,200,0.7031349662,2,0,0.3246105391,0,Home,0,17,22,256,546,39688,35696,2376.25,0.8523823225,4,3992,0.235894,0.2382576375,191.5879264693,0.1647923941,1,46.4
2054-07-02,30,44535,544,Employed,Associate,10,23458,60,Single,2,Own,562,0.2342391112,7,1,0.1174018152,0,Education,0,33,12,4120,1071,22136,3219,3711.25,0.8810390695,6,18917,0.256458,0.2568953382,698.0384009042,0.3395185991,0,51.0
2051-12-26,42,118787,541,Employed,Associate,18,15475,72,Married,0,Own,453,0.4146714493,4,2,0.1290784095,0,Education,0,27,10,1088,1161,79159,7729,9898.9166666667,0.9759939131,7,71430,0.259975,0.2720454526,438.0281993868,0.0900126983,1,38.4
2058-10-12,30,81220,562,Employed,Associate,8,31071,36,Single,0,Mortgage,217,0.4551066255,3,1,0.1609195179,0,Auto,0,19,14,1137,248,28414,9620,6768.3333333333,0.7413983905,5,18794,0.235071,0.2236826664,1192.5432536388,0.2082555903,0,50.0
2062-11-23,51,17225,618,Employed,Associate,29,40406,48,Married,2,Own,518,0.0887786389,3,0,0.2372785552,0,Home,0,18,22,2045,6453,60690,30578,1435.4166666667,0.6562906239,6,30112,0.226406,0.2274424813,1289.416530497,1.2591581054,0,50.0
2030-02-23,54,20196,467,Employed,Associate,32,20592,60,Married,0,Mortgage,679,0.1683225454,0,0,0.4360695792,0,Home,0,28,2,8587,1282,15555,14419,1683.0,0.8371009466,3,1136,0.292092,0.2771433413,637.6047138013,0.7822963243,0,61.0
2062-12-24,25,107832,629,Employed,Bachelor,1,34623,108,Married,0,Other,661,0.32206929,4,1,0.1297444391,0,Auto,0,35,12,6208,2080,30479,2196,8986.0,0.837041648,5,28283,0.265123,0.2525634122,814.6127500189,0.1642124138,0,46.0
2042-02-23,43,34706,622,Employed,Master,19,28768,36,Married,0,Rent,215,0.6438035419,4,1,0.2820539326,1,Debt Consolidation,0,23,23,8083,3783,25430,48174,2892.1666666667,0.889961406,5,5172,0.202768,0.1960304358,1063.3122449929,0.4419912102,0,64.0
2045-11-09,32,41413,599,Employed,Bachelor,9,16076,36,Married,0,Rent,512,0.1737896,4,2,0.0856104405,0,Education,0,15,20,9369,923,76225,19707,3451.0833333333,0.881257973,6,56518,0.201576,0.1911723891,590.2355280372,0.3193882678,0,48.0
2034-09-04,48,24575,641,Employed,Master,24,34071,24,Single,0,Rent,468,0.0622117461,3,3,0.2110058356,0,Education,1,27,8,6398,961,34070,15200,2047.9166666667,0.6195705787,5,18870,0.188571,0.2260337706,1777.7089834356,1.0965822096,0,57.0
2036-03-05,35,29884,606,Employed,Bachelor,13,9895,120,Married,1,Rent,512,0.3580897409,1,0,0.256711784,0,Debt Consolidation,0,18,21,4282,2927,48591,22120,2490.3333333333,0.7422374719,9,26471,0.261895,0.2365542823,215.7930506063,0.2922472429,0,51.0
2023-08-14,29,17147,606,Employed,Associate,6,30910,60,Married,1,Own,400,0.1913200629,2,2,0.5516362249,0,Home,0,27,18,20972,524,79170,32839,1428.9166666667,0.871137872,7,46331,0.23291,0.221010113,855.476732499,0.8786213792,0,56.0
2056-03-09,48,76727,605,Employed,Bachelor,26,13415,96,Single,2,Mortgage,941,0.329634332,2,1,0.4626167252,0,Other,0,29,5,9356,749,49584,21900,6393.9166666667,0.7710354318,6,27684,0.245915,0.216230611,294.8129203547,0.193279485,1,44.0
2056-09-18,38,82897,487,Employed,Bachelor,16,26941,36,Single,2,Own,302,0.113327584,5,0,0.1919795475,0,Home,0,19,5,1769,1263,46661,35761,6908.0833333333,0.4074840831,3,10900,0.268441,0.2663590715,1094.6164543712,0.2021713386,0,50.0
2057-04-04,28,95422,568,Employed,Bachelor,6,22344,72,Married,1,Rent,201,0.1996854681,5,0,0.0254879146,0,Home,0,25,22,1365,2218,13617,5457,7951.8333333333,0.8418172656,7,8160,0.253344,0.2364185549,583.398349371,0.098643711,1,38.4
2036-05-15,36,27261,584,Employed,Associate,11,61978,36,Single,1,Mortgage,967,0.2381582509,4,0,0.2476251566,0,Debt Consolidation,0,33,4,4088,236,14254,12189,2271.75,0.5942551721,8,2065,0.254978,0.2572527294,2488.0707020886,1.5208850895,0,57.0
2047-12-20,54,18855,446,Employed,Associate,31,28118,36,Married,1,Own,776,0.1479593445,2,1,0.6184532957,0,Education,0,34,24,310,440,86672,5189,1571.25,0.8350210178,4,81483,0.290118,0.3413006453,1258.1412941065,1.2946006645,0,57.0
2055-04-04,53,110760,637,Employed,High School,32,19832,24,Married,2,Own,353,0.3087213034,0,2,0.4845840224,0,Education,0,17,19,4991,825,59133,22054,9230.0,0.7056902296,5,37079,0.176332,0.1700258913,980.5636538764,0.144481436,1,41.6
2021-03-20,30,28772,619,Employed,Bachelor,8,34333,36,Married,5,Rent,331,0.4225255204,1,2,0.3473682197,0,Home,0,29,17,4630,1499,263749,10153,2397.6666666667,0.9539284087,9,253596,0.209833,0.2051291655,1284.9277474018,0.6739584655,0,48.0
2058-04-06,59,65599,588,Employed,Associate,37,16354,60,Single,3,Rent,363,0.1740768038,2,0,0.3326012612,0,Education,0,23,23,2809,1188,19645,100046,5466.5833333333,0.7263268579,6,2020,0.227354,0.2513364392,481.2937339745,0.1544463301,0,53.0
2040-01-29,51,25514,549,Self-Employed,Associate,26,27629,24,Married,0,Own,134,0.3088316314,1,1,0.2984986004,0,Education,0,17,17,954,1150,202403,60560,2126.1666666667,0.9579425607,7,141843,0.228129,0.1825032,1382.697031705,0.7133481375,0,53.0
2032-11-29,23,49929,521,Employed,High School,0,23182,24,Married,3,Rent,1580,0.4900437035,2,0,0.0822923608,0,Education,0,19,26,3386,19449,67215,9508,4160.75,0.6874728895,4,57707,0.237682,0.2504455524,1237.7768769075,0.6772281144,0,50.0
2034-10-25,39,22192,468,Employed,Associate,13,7034,60,Married,3,Mortgage,1166,0.3405317605,1,1,0.2489090188,0,Auto,0,28,29,3048,263,30367,20774,1849.3333333333,0.7653193886,6,9593,0.278034,0.2627157966,211.7336615825,0.7449893628,0,54.0
2026-07-13,43,32678,595,Employed,Doctorate,21,23828,24,Married,0,Rent,729,0.2106746375,2,1,0.0741067143,0,Debt Consolidation,0,29,28,5288,3118,23762,66918,2723.1666666667,0.6982672074,4,4169,0.201328,0.2149089194,1230.1701983521,0.7194455713,0,51.0
2069-05-25,33,33290,583,Employed,Bachelor,6,34370,48,Married,0,Mortgage,398,0.1587344108,1,1,0.3182704706,0,Home,0,22,14,820,297,54081,7698,2774.1666666667,0.6496122284,4,46383,0.23787,0.2316334395,1104.68725742,0.5416715857,0,54.0
2034-11-10,28,63538,525,Employed,High School,5,9066,24,Married,4,Rent,556,0.0892507256,4,2,0.435732425,0,Education,1,32,28,940,427,30999,9506,5294.8333333333,0.9183280605,7,21493,0.221566,0.2023698881,462.4716255327,0.1923519706,1,48.8
2056-09-13,46,27278,508,Self-Employed,Associate,22,42900,36,Single,2,Own,221,0.306197739,5,0,0.5859735424,0,Home,0,26,17,1785,483,120839,26875,2273.1666666667,0.8925140337,1,93964,0.2739,0.2571469413,1721.9542351973,0.8547346148,0,61.0
2048-03-07,51,62216,596,Employed,Bachelor,30,16673,48,Single,5,Rent,285,0.2718797058,3,1,0.1194973681,0,Auto,0,28,8,18487,2339,104830,26725,5184.6666666667,0.7411492726,5,78105,0.213673,0.1792322978,489.1007713553,0.1493057936,1,39.2
2039-05-13,30,17425,522,Employed,Bachelor,9,6413,36,Single,2,Mortgage,366,0.1646008656,3,0,0.3918990714,0,Home,0,23,22,9645,1080,43567,13673,1452.0833333333,0.7137577602,4,29894,0.230413,0.1876105436,234.3010221349,0.4134067297,1,44.0
2037-02-14,24,17469,548,Self-Employed,Bachelor,2,28340,24,Married,3,Own,522,0.6192145959,1,2,0.5722776661,0,Home,0,15,20,9856,3505,58742,29752,1455.75,0.5316728249,4,28990,0.22934,0.2605512223,1527.5932266835,1.4079294018,0,65.0
2024-12-23,52,30790,647,Employed,Bachelor,31,21579,48,Single,0,Other,200,0.3882912539,4,0,0.056961239,0,Debt Consolidation,0,36,4,6343,1725,65365,10124,2565.8333333333,0.6874545509,5,55241,0.193079,0.1889952644,644.0711202477,0.3289656851,0,49.0
2061-03-05,37,37532,601,Employed,Associate,18,50157,48,Single,3,Mortgage,366,0.2273588688,1,0,0.068233825,0,Home,0,17,19,631,1007,429270,8858,3127.6666666667,0.783126977,5,420412,0.244657,0.248662533,1659.3227478456,0.6475507027,0,42.0
2020-06-28,65,27956,540,Employed,High School,42,25975,84,Married,1,Own,585,0.3010452695,7,0,0.4260959093,0,Home,0,26,16,6895,1294,100550,6823,2329.6666666667,0.9673226101,5,93727,0.280975,0.2553764995,666.4251746084,0.5371691979,0,56.0
2050-03-22,40,58883,524,Unemployed,Associate,18,62905,60,Married,0,Rent,183,0.280383964,2,1,0.1387433927,0,Auto,1,19,14,12356,5930,18286,11829,4906.9166666667,0.8807279911,8,6457,0.305905,0.2711955888,1925.3224352527,0.4296633871,0,59.0
2069-10-10,50,82145,624,Self-Employed,Master,25,16860,24,Married,4,Own,389,0.4137532029,6,0,0.4208596371,0,Auto,0,39,1,1550,288,109166,33113,6845.4166666667,0.9422409935,6,76053,0.17986,0.1819884837,843.3411451911,0.180024271,1,46.4
2052-05-11,53,67135,623,Employed,Bachelor,31,23754,48,Divorced,2,Other,389,0.3307145206,5,0,0.2630611767,0,Home,0,16,29,4500,2088,107032,35086,5594.5833333333,0.6730007242,5,71946,0.207254,0.1703270141,685.8246245749,0.1921187979,1,37.6
2069-09-30,36,109774,600,Employed,Master,13,10756,120,Married,1,Mortgage,391,0.1292725235,2,1,0.3208461145,0,Auto,0,30,6,5447,4397,114303,59322,9147.8333333333,0.6573550501,4,54981,0.265756,0.3189072,298.6790934128,0.0753926168,0,49.0
2026-05-08,54,92706,628,Employed,Associate,34,10504,48,Divorced,0,Mortgage,202,0.4619954065,1,2,0.1853497796,0,Auto,0,22,15,2031,585,19530,53364,7725.5,0.7126706485,6,10115,0.191504,0.175612025,306.1517486903,0.0657759043,1,37.6
2018-01-18,43,142326,644,Employed,Bachelor,24,13499,96,Widowed,2,Mortgage,772,0.2225792309,1,2,0.2954698758,0,Other,0,18,2,13247,856,73836,4213,11860.5,0.9710625003,5,69623,0.226499,0.2237947653,303.1952309301,0.0906534489,1,39.2
2041-03-08,56,75607,628,Employed,Bachelor,34,24908,72,Married,2,Own,202,0.3767360414,0,1,0.4950127357,0,Home,0,25,15,5974,1162,85424,15160,6300.5833333333,0.7636185611,3,70264,0.225908,0.2164583767,620.6160970449,0.1305618946,1,40.8
2042-11-08,26,45189,576,Employed,Associate,5,34031,48,Single,2,Rent,406,0.0829081973,3,1,0.229108743,0,Debt Consolidation,0,19,7,3505,512,130385,9800,3765.75,0.8704002082,4,120585,0.241031,0.2682722605,1163.3280519991,0.4167371844,0,49.0
2053-04-11,41,19309,565,Employed,Bachelor,15,13353,48,Married,2,Rent,256,0.5559306153,2,1,0.1667816985,0,Auto,0,21,24,3352,244,53479,22220,1609.0833333333,0.6921332986,4,31259,0.225853,0.2400162418,435.3442998654,0.4296510228,0,53.0
2036-09-20,18,22692,478,Employed,Bachelor,0,42170,48,Widowed,0,Other,873,0.3994994306,4,0,0.5001526218,0,Auto,0,16,23,8235,738,37780,13269,1891.0,0.8292756348,6,24511,0.29817,0.238536,1371.4086002815,1.1868897939,0,60.0
2060-09-16,21,36688,580,Employed,Bachelor,0,28781,72,Single,2,Mortgage,716,0.2503523336,4,0,0.4126610861,0,Auto,0,16,18,748,8152,64948,45965,3057.3333333333,0.9411858894,9,18983,0.253781,0.2327681116,745.1273250947,0.4779090684,0,57.0
2034-10-16,62,70742,561,Employed,High School,42,10825,60,Single,1,Mortgage,460,0.1382959417,4,0,0.3250921613,0,Education,0,23,15,1448,1168,57358,8946,5895.1666666667,0.9806381732,6,48412,0.235325,0.2386254281,310.5501526296,0.1307087986,0,53.0
2032-11-21,44,51143,579,Unemployed,Bachelor,26,20913,108,Married,1,Rent,434,0.4064771386,2,0,0.2270269439,0,Home,0,22,18,341,1127,164379,6480,4261.9166666667,0.7575207918,6,157899,0.276413,0.3316956,610.1666499531,0.2449993117,0,52.0
2018-08-02,47,30548,490,Employed,High School,25,22280,84,Married,0,Own,920,0.0219195365,1,1,0.21219409,0,Other,0,28,26,1701,2417,21711,29011,2545.6666666667,0.7119928032,2,6851,0.30228,0.3115623203,654.465985273,0.6184886678,0,52.0
2048-11-12,49,61739,498,Employed,Bachelor,27,47376,60,Married,0,Own,423,0.521497823,3,0,0.2868846244,0,Auto,0,21,2,1432,645,143101,18127,5144.9166666667,0.7174568147,4,124974,0.303376,0.266780961,1437.5404641666,0.3616269387,0,53.0
2050-08-22,43,248887,528,Unemployed,Master,21,12760,72,Married,3,Mortgage,781,0.4602651456,2,1,0.2114023772,0,Home,0,20,13,8914,784,34947,40992,20740.5833333333,0.9557529658,4,7155,0.26376,0.2680026584,357.9472268852,0.0549139438,1,43.2
2044-05-09,31,160851,476,Employed,Bachelor,9,18064,48,Single,2,Rent,581,0.2856719719,2,2,0.3807813451,0,Other,0,31,27,1105,3346,67549,45480,13404.25,0.6782921409,2,22069,0.275064,0.3038755635,654.4903545455,0.0921715392,1,41.6
2057-02-05,20,27566,501,Employed,Bachelor,0,34648,12,Married,1,Mortgage,506,0.3846104135,2,1,0.5046246436,0,Home,0,26,9,2013,7421,53844,44670,2297.1666666667,0.8605307856,4,9174,0.249148,0.2500900006,3293.2428807209,1.6538821218,0,61.0
2063-01-19,37,87036,572,Employed,Master,16,20891,36,Divorced,4,Mortgage,319,0.1828089079,3,2,0.1904790736,0,Home,1,22,23,2659,729,74904,14166,7253.0,0.8864169428,3,60738,0.219891,0.1799359496,755.1925722749,0.1481032086,1,41.6
2036-03-12,61,105265,629,Employed,High School,40,70130,60,Married,0,Own,343,0.3680157351,4,3,0.1466989897,0,Debt Consolidation,0,23,9,671,243,324964,27995,8772.0833333333,0.7138354853,7,296969,0.26063,0.250898819,2062.1054161576,0.2741772193,0,41.0
2019-09-19,28,143624,578,Employed,High School,9,20862,72,Married,1,Own,414,0.1574400497,6,1,0.3461425824,0,Debt Consolidation,0,27,24,6039,718,168227,15860,11968.6666666667,0.8393086251,3,152367,0.246862,0.2590024363,573.5424515966,0.0825106488,1,37.6
2019-06-13,43,78910,580,Unemployed,High School,20,8723,48,Single,0,Rent,241,0.2895714242,4,1,0.2946615914,0,Auto,0,17,4,2095,120,392577,69909,6575.8333333333,0.8454181989,6,322668,0.213723,0.2452366211,286.916996737,0.0802813834,0,52.0
2043-09-26,47,63346,503,Employed,Bachelor,29,13891,96,Widowed,0,Own,594,0.2115144064,1,0,0.6224907177,0,Auto,0,17,11,694,7567,169643,27559,5278.8333333333,0.6068649255,5,142084,0.297391,0.2951493547,378.3780504196,0.184203211,0,54.0
2046-02-27,41,27371,631,Employed,High School,19,15529,60,Married,2,Rent,527,0.2335432366,4,0,0.1601175148,0,Auto,0,24,14,1170,4970,133279,8592,2280.9166666667,0.806609687,6,124687,0.205029,0.1956197732,407.6479193588,0.4097685518,0,45.0
2024-03-15,54,21455,650,Employed,Bachelor,32,35346,60,Divorced,0,Mortgage,234,0.588283509,4,1,0.3245634225,0,Debt Consolidation,0,28,25,6709,761,353976,21454,1787.9166666667,0.6590248056,2,332522,0.215346,0.1869782097,911.0277487354,0.640425681,0,45.0
2034-09-25,24,105203,586,Employed,Bachelor,5,13420,48,Widowed,3,Mortgage,270,0.5869359627,4,0,0.2571305746,1,Debt Consolidation,0,22,10,14722,831,187957,46659,8766.9166666667,0.7273708217,4,141298,0.21542,0.2210410059,423.5703693182,0.0791122347,1,48.0
2027-01-20,46,15000,607,Employed,High School,24,14634,48,Single,1,Other,272,0.1190854302,3,0,0.3278705231,0,Debt Consolidation,0,25,20,7493,1810,414597,20288,1250.0,0.7270104769,5,394309,0.206134,0.1859949523,434.4715823957,0.5651772659,0,46.0
2060-09-05,26,23382,508,Employed,High School,2,11937,48,Married,4,Mortgage,798,0.4167486059,5,1,0.5754737383,0,Education,0,26,15,2899,717,88377,17725,1948.5,0.9334928031,6,70652,0.252937,0.2308197629,383.1347492137,0.6061764174,0,59.0
2020-05-05,33,40520,598,Employed,Associate,12,39544,60,Widowed,3,Mortgage,641,0.1568595959,4,1,0.6361027512,0,Home,0,19,10,1173,459,61600,81143,3376.6666666667,0.904237663,2,9573,0.245544,0.2071545874,1063.4783164607,0.5047813376,0,58.0
2051-08-21,47,85344,584,Employed,Doctorate,21,19533,60,Single,0,Mortgage,641,0.3780646607,4,0,0.3112773623,0,Home,0,25,17,1661,405,50375,58348,7112.0,0.8399338968,5,8750,0.232533,0.2639761195,589.4339058811,0.173008142,0,53.0
2038-05-12,30,75192,585,Employed,Master,8,43361,24,Widowed,2,Mortgage,274,0.4882995185,6,0,0.3408491835,0,Debt Consolidation,1,23,18,1389,1112,61669,9135,6266.0,0.7351311241,6,52534,0.225861,0.2434410802,2299.9975337047,0.4107879881,0,59.0
2051-01-20,43,34455,552,Employed,Associate,19,22474,108,Married,4,Own,206,0.1153697947,4,0,0.1511538455,0,Debt Consolidation,0,20,2,2736,425,28437,84100,2871.25,0.9284193094,5,1405,0.291474,0.2555862982,533.4455800813,0.257534377,0,54.0
2067-07-24,31,57686,575,Employed,Associate,10,36937,120,Married,2,Rent,849,0.0904857884,1,0,0.4308782187,0,Auto,0,23,26,6553,1575,12144,65699,4807.1666666667,0.9703577694,2,5180,0.304437,0.2560994001,856.2258082913,0.3547257515,0,55.0
2044-11-17,40,23815,506,Self-Employed,Bachelor,14,40802,36,Divorced,0,Rent,194,0.5128694328,4,1,0.0318455457,0,Education,0,23,24,7904,423,21907,17674,1984.5833333333,0.961289978,8,4233,0.272802,0.2561689959,1635.62253967,0.9219177189,0,56.0
2023-12-28,36,15000,606,Employed,Associate,17,14185,48,Divorced,1,Rent,331,0.1373177987,4,1,0.3078770237,0,Education,1,27,26,9591,1113,44443,2972,1250.0,0.8039646047,9,41471,0.206185,0.1724989265,411.1449930792,0.5937159945,0,58.0
2027-02-19,23,106482,563,Employed,Master,2,23196,36,Divorced,4,Rent,352,0.1506891711,7,3,0.292684734,0,Home,0,27,2,621,1953,6165,9376,8873.5,0.5262048352,3,8083,0.226696,0.1987328594,860.5495786633,0.1366484001,1,43.2
2049-04-26,44,29204,534,Employed,High School,25,12863,48,Married,3,Mortgage,260,0.2038691438,5,1,0.2233972822,0,Auto,0,25,20,512,210,85108,20785,2433.6666666667,0.9061447333,5,64323,0.240863,0.2630327365,435.9033158435,0.285948493,0,52.0
2022-05-17,64,41748,431,Employed,High School,41,32203,36,Widowed,1,Rent,644,0.1449633278,3,1,0.7376856803,0,Home,0,21,19,1387,2768,126820,9987,3479.0,0.7792361707,3,116833,0.301703,0.260010209,1297.4963666074,0.5580616173,0,54.0
2038-07-20,18,32498,521,Employed,High School,0,50051,24,Divorced,0,Own,779,0.305522357,4,1,0.1896529023,0,Debt Consolidation,0,28,6,1728,192,221849,61380,2708.1666666667,0.731075301,3,160469,0.264551,0.3114704707,2828.1295159239,1.3319451717,0,49.0
2071-08-05,30,20583,463,Employed,Master,6,43490,36,Married,2,Mortgage,270,0.0394117645,1,2,0.4820532131,0,Education,0,28,19,3972,104,188899,67896,1715.25,0.891809042,5,121003,0.29699,0.2979619732,1841.3677785931,1.2309388011,0,53.0
2029-12-24,47,65058,567,Employed,Associate,23,18286,60,Married,1,Mortgage,234,0.0971846194,1,2,0.0901321556,0,Debt Consolidation,0,26,22,3350,550,25585,22277,5421.5,0.949780429,4,3308,0.239786,0.2549124204,541.99736857,0.1431333337,0,49.0
2041-11-23,50,33909,609,Employed,High School,25,25753,60,Married,2,Mortgage,457,0.361906076,1,1,0.0602251705,0,Education,0,22,29,3831,1524,31748,75516,2825.75,0.9513317992,3,9589,0.226253,0.1828353628,657.9356479776,0.3945627348,0,48.0
2018-03-17,49,40829,617,Employed,Bachelor,25,25478,36,Married,1,Mortgage,785,0.0732205582,3,0,0.2537459242,0,Auto,0,11,14,2267,1111,42122,7348,3402.4166666667,0.951948631,0,34774,0.201978,0.1793120992,920.2117648608,0.5011766435,0,49.0
2036-05-21,45,25100,487,Employed,Associate,19,48592,36,Married,3,Other,733,0.3638840555,1,1,0.1550264077,1,Home,0,32,16,1752,201,66229,5101,2091.6666666667,0.8046975769,5,61128,0.290092,0.2320736,1886.2384851448,1.2522255706,0,62.0
2032-01-30,52,113311,616,Employed,Master,26,42583,24,Married,1,Mortgage,853,0.2062329176,2,1,0.0067493001,0,Debt Consolidation,0,32,29,2124,643,45609,27142,9442.5833333333,0.6945256174,2,18467,0.209583,0.2077297019,2183.4095789922,0.321565558,1,36.8
2045-01-06,41,33055,658,Employed,Master,20,34168,72,Married,0,Rent,477,0.1798594384,2,2,0.2012735617,0,Education,0,22,25,3364,218,121228,6133,2754.5833333333,0.8349786371,2,115095,0.220168,0.224331584,867.3164321744,0.4880289574,0,42.0
2068-02-14,31,93242,580,Employed,Associate,12,10727,84,Single,3,Rent,575,0.2827944222,4,1,0.2019647975,0,Home,0,21,27,2172,7059,73818,49395,7770.1666666667,0.6666396939,7,24423,0.245727,0.2660002791,282.5872045319,0.1103692162,1,40.8
2051-10-26,36,29445,592,Self-Employed,Bachelor,13,25341,24,Divorced,0,Rent,372,0.4569902325,3,1,0.4808837995,0,Other,0,28,1,2893,7933,36824,6415,2453.75,0.8525902399,7,30409,0.204341,0.1852440371,1271.5569002747,0.6698143251,0,66.0
2062-11-18,58,66948,547,Employed,Bachelor,35,35430,48,Single,0,Rent,250,0.3553668861,3,3,0.3593305444,0,Education,0,17,16,2418,392,120787,2986,5579.0,0.8249122801,2,117801,0.25693,0.291018886,1257.2521314847,0.2701652862,0,50.0
2064-07-29,38,20714,559,Unemployed,High School,15,17299,24,Widowed,3,Own,282,0.0583817274,2,2,0.3016594468,0,Education,0,30,25,15692,12538,110286,20431,1726.1666666667,0.8659969745,5,89855,0.212799,0.2104858364,889.3332392757,0.6785748224,0,56.0
2037-02-28,39,64751,559,Employed,High School,16,32117,60,Married,3,Own,291,0.6093621854,4,2,0.3687735571,0,Debt Consolidation,0,33,4,4764,3637,28006,39538,5395.9166666667,0.7407295476,4,8355,0.257617,0.2512319508,944.997509053,0.2290616378,0,59.0
2024-05-24,46,55300,459,Employed,Associate,26,35568,72,Single,0,Mortgage,829,0.5367020786,6,0,0.1784273734,0,Education,0,18,28,4836,1126,51812,29208,4608.3333333333,0.8172080194,8,22604,0.321068,0.2568544,973.1155799671,0.3910558221,0,51.0
2023-11-29,55,153804,624,Unemployed,Master,32,13972,120,Married,3,Mortgage,432,0.3963204953,4,0,0.2088838662,0,Home,0,23,23,5534,708,47864,7708,12817.0,0.6901553907,6,40156,0.256972,0.2840254957,351.949669867,0.0611648334,1,40.0
2023-07-16,56,46345,673,Employed,Master,37,37338,48,Divorced,0,Mortgage,399,0.258114862,4,1,0.6700360028,0,Auto,0,19,24,2067,2679,4746,15476,3862.0833333333,0.7793898782,4,1037,0.195838,0.1896775327,1115.7753626822,0.3922171616,0,53.0
2064-02-12,41,63101,590,Employed,Associate,19,11834,48,Married,1,Rent,322,0.1738078138,5,2,0.153145778,0,Education,0,28,17,22287,975,46032,44923,5258.4166666667,0.8501056444,14,1109,0.211834,0.2343198271,382.1034332689,0.1339002742,0,49.0
2022-10-13,51,75531,592,Self-Employed,Associate,30,15645,24,Single,3,Mortgage,736,0.6228108583,2,1,0.4034339207,0,Home,0,29,8,676,7851,126406,57356,6294.25,0.9375413092,7,69050,0.194645,0.1731545032,775.8976684376,0.2402029898,1,48.0
2068-01-07,18,31084,609,Employed,Doctorate,0,12448,72,Married,1,Rent,366,0.1892053635,3,2,0.3269421311,0,Education,0,19,27,2946,447,119794,209778,2590.3333333333,0.8127630533,2,3123,0.222948,0.2396165407,327.4266846193,0.2676978579,0,51.0
2023-05-03,53,215681,593,Self-Employed,Bachelor,30,13177,36,Single,1,Mortgage,448,0.3950788417,3,2,0.1052699119,0,Education,0,20,3,2237,1507,60566,251576,17973.4166666667,0.8199676594,5,2174,0.201677,0.1964304307,487.3112102374,0.0520385872,1,43.2
2034-10-22,40,25290,440,Employed,High School,17,14436,60,Single,0,Mortgage,451,0.2850379966,4,1,0.2590826026,0,Home,0,24,11,827,962,277590,16365,2107.5,0.7514685478,5,261225,0.299436,0.2952279314,462.8310594381,0.4336090436,0,48.0
2071-12-11,34,32708,542,Self-Employed,Bachelor,15,22430,60,Married,3,Mortgage,687,0.3027337735,0,0,0.1972515337,0,Home,0,18,20,3151,916,97951,12354,2725.6666666667,0.8521521583,4,85597,0.25643,0.2223751246,622.524982121,0.4804420871,0,52.0
2064-05-26,35,49260,622,Employed,High School,14,21782,24,Single,2,Rent,212,0.8145015014,2,0,0.0830049507,0,Auto,0,26,14,7297,929,47170,61802,4105.0,0.9150625081,6,4329,0.185782,0.2072466962,1116.3387310334,0.3235904339,0,51.0
2020-07-31,47,21176,577,Employed,Master,25,9330,72,Single,3,Mortgage,519,0.3384494845,2,3,0.4975178339,0,Home,0,26,21,9557,301,45008,33782,1764.6666666667,0.8236604814,6,11226,0.23583,0.261495053,257.9447170725,0.440278457,0,58.0
2019-03-31,33,80427,572,Employed,Bachelor,9,24396,60,Divorced,2,Rent,635,0.451118986,5,2,0.191965268,0,Auto,0,34,3,1103,474,31203,78542,6702.25,0.7023005804,4,4572,0.243396,0.2206194523,674.6504871095,0.195404601,0,53.0
2066-08-10,48,94656,570,Self-Employed,Associate,26,14324,48,Married,1,Other,154,0.3428907365,4,2,0.2515432217,0,Other,0,29,17,4487,1914,23194,12842,7888.0,0.9718757453,5,10352,0.224324,0.2445850653,470.6269314512,0.0791869842,1,43.2
2069-01-13,48,24700,515,Employed,Associate,23,35394,72,Married,0,Mortgage,757,0.385458602,1,1,0.1901207432,0,Debt Consolidation,0,22,18,2305,924,118255,64180,2058.3333333333,0.5876094885,6,54075,0.292894,0.2538033222,961.6913107628,0.8349917299,0,50.0
2044-06-01,43,62853,595,Employed,High School,18,35733,24,Married,2,Mortgage,558,0.6177558184,2,2,0.2363026906,1,Home,0,32,17,1315,570,33414,1925,5237.75,0.9599690356,6,31489,0.213233,0.2107134835,1837.4159589601,0.4573368257,0,66.0
